@relation image_classification
@attribute density numeric
@attribute x_center numeric
@attribute y_center numeric
@attribute class {accident,bomb,car,casualty,electricity,fire,firebrigade,flood,gas,injury,paramedics,person,police,roadblock}
@data
0.960244,123,121,casualty
0.963249,122,122,casualty
0.965231,122,121,casualty
0.963364,123,121,casualty
0.962462,121,121,casualty
0.929935,123,121,casualty
0.939612,121,121,casualty
0.943142,122,121,casualty
0.939769,123,121,casualty
0.944463,122,121,casualty
0.96459,124,122,casualty
0.972922,122,121,casualty
0.963051,122,122,casualty
0.959104,123,122,casualty
0.959598,122,122,casualty
0.955825,123,122,casualty
0.959997,121,122,casualty
0.959068,122,122,casualty
0.957399,122,121,casualty
0.952265,122,122,casualty
0.984579,123,121,casualty
0.983773,122,121,casualty
0.983407,122,121,casualty
0.980558,122,121,casualty
0.978471,121,121,casualty
0.959531,122,122,casualty
0.9574,122,122,casualty
0.959829,122,122,casualty
0.953787,122,122,casualty
0.937376,122,121,casualty
0.963743,123,121,casualty
0.976091,122,121,casualty
0.974569,122,122,casualty
0.975742,123,121,casualty
0.977103,122,122,casualty
0.968818,124,122,casualty
0.972288,122,122,casualty
0.969263,121,121,casualty
0.97323,123,121,casualty
0.968229,121,122,casualty
0.962899,122,121,casualty
0.964854,121,121,casualty
0.966678,122,121,casualty
0.965471,123,121,casualty
0.964593,121,121,casualty
0.959786,122,121,casualty
0.959468,121,122,casualty
0.962107,121,121,casualty
0.954405,122,121,casualty
0.958646,121,121,casualty
0.970652,123,122,casualty
0.970346,122,122,casualty
0.97103,122,122,casualty
0.968867,123,122,casualty
0.971478,121,122,casualty
0.961943,122,121,casualty
0.96417,121,120,casualty
0.967028,121,121,casualty
0.960066,122,121,casualty
0.962235,121,121,casualty
0.954481,121,121,casualty
0.921743,121,121,casualty
0.819336,121,121,casualty
0.400252,122,121,casualty
0.196667,121,120,casualty
0.981632,122,121,casualty
0.985202,121,121,casualty
0.980046,121,121,casualty
0.976105,123,122,casualty
0.979979,121,121,casualty
0.942739,122,121,casualty
0.943564,121,121,casualty
0.93819,122,121,casualty
0.938956,123,121,casualty
0.941385,121,122,casualty
0.945389,121,122,casualty
0.940144,121,121,casualty
0.9237,121,121,casualty
0.925456,122,121,casualty
0.791773,121,121,casualty
0.963716,122,121,casualty
0.965778,122,120,casualty
0.967854,121,120,casualty
0.965965,121,120,casualty
0.969271,121,121,casualty
0.961173,124,121,casualty
0.96373,122,121,casualty
0.965239,122,121,casualty
0.964158,123,122,casualty
0.971429,122,122,casualty
0.981673,123,121,casualty
0.982319,121,121,casualty
0.982246,122,121,casualty
0.976488,123,121,casualty
0.954952,121,121,casualty
0.961511,123,122,casualty
0.962635,122,122,casualty
0.961927,122,122,casualty
0.958891,123,122,casualty
0.964145,122,122,casualty
0.96753,122,121,electricity
0.967028,121,121,electricity
0.967432,121,121,electricity
0.968355,122,120,electricity
0.96359,121,120,electricity
0.968084,122,120,electricity
0.970445,121,120,electricity
0.973124,121,120,electricity
0.969438,122,120,electricity
0.944734,121,120,electricity
0.974477,122,121,electricity
0.975088,121,120,electricity
0.978699,121,121,electricity
0.9764,122,120,electricity
0.973081,120,120,electricity
0.971062,122,121,electricity
0.984606,121,120,electricity
0.985748,121,121,electricity
0.98717,122,121,electricity
0.98495,121,121,electricity
0.970602,123,121,electricity
0.970472,121,121,electricity
0.965038,121,121,electricity
0.964891,122,121,electricity
0.965881,122,121,electricity
0.981548,122,121,electricity
0.982641,121,120,electricity
0.980592,121,120,electricity
0.98337,122,120,electricity
0.972082,120,120,electricity
0.980338,123,121,electricity
0.977308,121,121,electricity
0.975527,121,121,electricity
0.976376,122,121,electricity
0.974272,121,121,electricity
0.964231,122,121,electricity
0.96273,121,121,electricity
0.960922,121,121,electricity
0.961424,122,121,electricity
0.960173,117,118,electricity
0.97491,122,121,electricity
0.972897,121,121,electricity
0.978114,121,121,electricity
0.973713,122,120,electricity
0.972785,121,120,electricity
0.972231,122,120,electricity
0.969381,121,120,electricity
0.971329,121,120,electricity
0.97079,122,120,electricity
0.972622,121,120,electricity
0.966927,122,120,electricity
0.973428,121,121,electricity
0.972991,121,121,electricity
0.970943,122,121,electricity
0.969676,121,121,electricity
0.984573,122,121,electricity
0.982645,120,121,electricity
0.983035,121,121,electricity
0.984527,122,121,electricity
0.981192,120,120,electricity
0.988377,122,121,electricity
0.986507,121,121,electricity
0.984635,121,120,electricity
0.984967,121,121,electricity
0.985344,121,120,electricity
0.985756,122,120,electricity
0.985876,120,120,electricity
0.985266,121,120,electricity
0.986848,122,120,electricity
0.98696,121,120,electricity
0.988006,122,120,electricity
0.986226,121,120,electricity
0.985138,121,120,electricity
0.982929,121,120,electricity
0.982327,121,119,electricity
0.983306,123,120,electricity
0.981684,121,120,electricity
0.980655,121,120,electricity
0.981291,122,121,electricity
0.983404,121,120,electricity
0.989528,122,120,electricity
0.991098,121,121,electricity
0.988025,121,121,electricity
0.989361,121,121,electricity
0.987705,121,121,electricity
0.980629,122,121,electricity
0.983116,121,121,electricity
0.980423,120,120,electricity
0.982021,122,120,electricity
0.979883,120,120,electricity
0.963465,122,121,electricity
0.961519,121,121,electricity
0.958106,121,121,electricity
0.95895,122,121,electricity
0.961032,121,121,electricity
0.988105,122,121,electricity
0.987218,121,121,electricity
0.986283,121,121,electricity
0.988461,121,121,electricity
0.985487,120,121,electricity
0.984773,122,121,electricity
0.980897,121,120,electricity
0.984335,121,121,electricity
0.982531,122,120,electricity
0.982421,121,120,electricity
0.962237,122,121,electricity
0.957786,121,123,electricity
0.959386,121,121,electricity
0.963748,122,121,electricity
0.967028,121,121,electricity
0.968813,122,121,electricity
0.961905,121,121,electricity
0.960231,121,121,electricity
0.956507,122,121,electricity
0.968546,121,121,electricity
0.974455,122,120,electricity
0.968932,120,120,electricity
0.968941,121,120,electricity
0.974771,122,121,electricity
0.970581,121,120,electricity
0.965162,122,120,electricity
0.973081,121,120,electricity
0.967248,121,120,electricity
0.96814,122,120,electricity
0.96619,121,119,electricity
0.973971,122,121,electricity
0.974402,121,121,electricity
0.976253,121,121,electricity
0.973411,122,121,electricity
0.978766,121,121,electricity
0.968392,122,121,electricity
0.963536,121,121,electricity
0.966059,121,121,electricity
0.965223,122,121,electricity
0.96434,121,121,electricity
0.982957,122,121,electricity
0.982061,121,121,electricity
0.980684,121,121,electricity
0.983325,122,122,electricity
0.98359,121,121,electricity
0.988892,122,120,electricity
0.983942,121,121,electricity
0.983522,121,121,electricity
0.985789,122,120,electricity
0.982811,121,120,electricity
0.970914,122,121,electricity
0.971581,121,121,electricity
0.968529,121,121,electricity
0.974677,122,122,electricity
0.968832,121,121,electricity
0.979857,123,121,electricity
0.982763,121,120,electricity
0.983741,121,120,electricity
0.98299,122,121,electricity
0.985808,120,120,electricity
0.978855,122,120,electricity
0.972638,121,121,electricity
0.973781,121,121,electricity
0.974786,121,120,electricity
0.975343,121,121,electricity
0.978638,122,121,electricity
0.974469,121,121,electricity
0.974423,121,121,electricity
0.973702,122,121,electricity
0.969051,121,121,electricity
0.973435,122,120,electricity
0.973547,121,120,electricity
0.975863,121,121,electricity
0.974066,122,120,electricity
0.972172,121,121,electricity
0.977418,122,121,electricity
0.975544,121,121,electricity
0.976832,121,121,electricity
0.976074,122,121,electricity
0.979491,121,121,electricity
0.958966,122,121,electricity
0.959953,121,120,electricity
0.960626,121,120,electricity
0.962578,122,120,electricity
0.955373,121,120,electricity
0.988006,122,120,electricity
0.984433,120,121,electricity
0.987587,121,121,electricity
0.986577,122,121,electricity
0.986919,121,121,electricity
0.97411,122,121,electricity
0.976186,121,120,electricity
0.975073,121,121,electricity
0.976459,122,121,electricity
0.976112,121,121,electricity
0.974037,122,120,electricity
0.974872,121,121,electricity
0.974536,121,121,electricity
0.977992,122,121,electricity
0.981465,121,121,electricity
0.979824,122,121,electricity
0.978332,121,121,electricity
0.979157,121,121,electricity
0.981998,122,121,electricity
0.982436,121,121,electricity
0.972098,122,121,electricity
0.975292,121,120,electricity
0.972853,121,120,electricity
0.973436,122,120,electricity
0.973659,121,120,electricity
0.986697,122,120,electricity
0.987285,121,121,electricity
0.983254,121,121,electricity
0.983607,122,121,electricity
0.9873,121,121,electricity
0.978955,122,120,electricity
0.977241,121,121,electricity
0.975073,121,120,electricity
0.978242,122,121,electricity
0.978783,121,120,electricity
0.964307,122,120,electricity
0.962436,121,120,electricity
0.962353,121,120,electricity
0.964446,122,120,electricity
0.960811,121,119,electricity
0.96989,122,121,electricity
0.970462,121,120,electricity
0.973056,121,120,electricity
0.970518,122,120,electricity
0.970785,120,120,electricity
0.978416,122,120,electricity
0.976613,121,120,electricity
0.976088,121,120,electricity
0.973436,122,120,electricity
0.97519,121,120,electricity
0.95582,122,120,electricity
0.952616,121,120,electricity
0.953372,120,120,electricity
0.948011,122,120,electricity
0.95541,121,120,electricity
0.986092,122,121,electricity
0.985274,121,120,electricity
0.986039,121,120,electricity
0.984866,122,121,electricity
0.984525,120,121,electricity
0.971361,122,121,electricity
0.972396,121,120,electricity
0.973167,121,121,electricity
0.974205,122,121,electricity
0.968755,121,120,electricity
0.971276,122,120,electricity
0.968721,121,120,electricity
0.966806,120,120,electricity
0.969438,122,120,electricity
0.969884,121,120,electricity
0.977734,122,120,electricity
0.977172,121,120,electricity
0.974547,121,120,electricity
0.974766,121,120,electricity
0.970734,120,120,electricity
0.988688,122,121,electricity
0.98585,121,121,electricity
0.986018,121,121,electricity
0.983791,122,121,electricity
0.982713,121,121,electricity
0.980277,122,120,electricity
0.972514,121,121,electricity
0.972531,121,120,electricity
0.966775,121,120,electricity
0.972027,121,120,electricity
0.970995,122,121,electricity
0.969473,121,121,electricity
0.969733,121,121,electricity
0.966119,122,121,electricity
0.969557,121,121,electricity
0.989026,122,120,electricity
0.995394,121,120,electricity
0.955761,121,121,electricity
0.955341,121,120,electricity
0.953801,121,120,electricity
0.974422,122,120,electricity
0.955681,120,120,electricity
0.960522,121,121,electricity
0.960158,122,120,electricity
0.963217,121,120,electricity
0.949914,122,122,electricity
0.936629,121,120,electricity
0.933161,121,120,electricity
0.949307,121,120,electricity
0.95168,121,121,electricity
0.944361,122,120,electricity
0.944182,120,120,electricity
0.946688,120,120,electricity
0.94227,122,120,electricity
0.938884,120,120,electricity
0.970516,122,121,electricity
0.966927,120,121,electricity
0.966387,121,121,electricity
0.968802,122,121,electricity
0.964571,120,121,electricity
0.964201,122,120,electricity
0.96565,120,120,electricity
0.967332,120,120,electricity
0.961427,121,120,electricity
0.963949,121,120,electricity
0.981741,122,121,electricity
0.977173,121,121,electricity
0.973829,120,120,electricity
0.973081,122,120,electricity
0.98298,121,120,electricity
0.968913,121,121,electricity
0.963789,120,121,electricity
0.956933,121,121,electricity
0.961408,121,121,electricity
0.961361,120,121,electricity
0.982968,122,120,electricity
0.977281,121,120,electricity
0.974305,121,120,electricity
0.97519,121,120,electricity
0.969913,120,120,electricity
0.96833,122,121,electricity
0.964936,120,121,electricity
0.963385,121,120,electricity
0.966373,121,120,electricity
0.962167,120,120,electricity
0.967765,121,121,electricity
0.968288,121,121,electricity
0.971193,121,121,electricity
0.971644,122,121,electricity
0.9703,120,121,electricity
0.970085,122,121,electricity
0.970023,121,121,electricity
0.965499,120,121,electricity
0.967447,121,121,electricity
0.964525,121,121,electricity
0.972195,122,121,electricity
0.967129,121,121,electricity
0.966572,121,121,electricity
0.968136,122,120,electricity
0.966707,121,121,electricity
0.970129,122,121,electricity
0.968221,121,121,electricity
0.968288,121,121,electricity
0.964721,122,121,electricity
0.963587,121,121,electricity
0.96957,122,121,electricity
0.973858,121,121,electricity
0.969967,121,121,electricity
0.965706,122,120,electricity
0.968826,121,121,electricity
0.978689,122,121,electricity
0.980031,121,121,electricity
0.975863,121,121,electricity
0.979741,122,121,electricity
0.976624,121,121,electricity
0.979691,122,121,electricity
0.976031,120,121,electricity
0.976079,121,121,electricity
0.982457,122,121,electricity
0.975798,121,121,electricity
0.966541,121,120,electricity
0.968081,121,120,electricity
0.967806,121,120,electricity
0.967735,122,120,electricity
0.962519,121,119,electricity
0.971677,123,120,electricity
0.970707,121,121,electricity
0.967331,121,121,electricity
0.970062,122,121,electricity
0.96551,121,121,electricity
0.972106,122,121,electricity
0.969287,121,121,electricity
0.969973,121,121,electricity
0.968492,122,121,electricity
0.970074,121,121,electricity
0.971311,122,121,electricity
0.967179,120,121,electricity
0.97106,121,121,electricity
0.967564,122,121,electricity
0.967162,120,121,electricity
0.957158,122,120,electricity
0.95308,121,120,electricity
0.950279,121,120,electricity
0.957722,122,120,electricity
0.956554,121,121,electricity
0.957467,122,121,electricity
0.95712,121,120,electricity
0.954125,121,121,electricity
0.955472,122,120,electricity
0.961303,120,121,electricity
0.968199,122,120,electricity
0.96644,121,121,electricity
0.965385,120,120,electricity
0.965734,122,120,electricity
0.962912,121,121,electricity
0.969571,122,120,electricity
0.966977,121,120,electricity
0.970418,121,120,electricity
0.965365,122,120,electricity
0.966636,120,120,electricity
0.956601,122,121,electricity
0.955604,121,121,electricity
0.955829,121,121,electricity
0.95736,122,121,electricity
0.960947,121,121,electricity
0.975929,122,120,electricity
0.973285,121,120,electricity
0.970076,121,120,electricity
0.972722,122,120,electricity
0.971127,121,121,electricity
0.973061,122,121,electricity
0.963753,121,121,electricity
0.961576,122,121,electricity
0.960146,122,121,electricity
0.958832,121,121,electricity
0.971611,122,121,electricity
0.966181,121,120,electricity
0.96976,121,121,electricity
0.971109,122,120,electricity
0.971955,121,120,electricity
0.964148,122,121,electricity
0.95813,121,121,electricity
0.963887,121,121,electricity
0.963801,122,121,electricity
0.965965,121,121,electricity
0.971522,125,124,electricity
0.970618,124,124,electricity
0.968935,123,124,electricity
0.975219,125,124,electricity
0.971339,123,124,electricity
0.981807,122,121,electricity
0.976371,121,120,electricity
0.980372,120,121,electricity
0.979407,122,120,electricity
0.974061,121,120,electricity
0.982887,122,120,electricity
0.98298,121,120,electricity
0.982498,121,121,electricity
0.984194,122,120,electricity
0.979542,121,121,electricity
0.973735,122,121,electricity
0.971042,121,121,electricity
0.976296,121,121,electricity
0.97373,122,120,electricity
0.972554,121,121,electricity
0.975144,123,121,electricity
0.976932,121,121,electricity
0.97436,121,120,electricity
0.974607,122,121,electricity
0.976216,121,121,electricity
0.983958,122,120,electricity
0.983217,120,121,electricity
0.985723,121,120,electricity
0.983957,122,121,electricity
0.984821,121,121,electricity
0.97376,122,121,electricity
0.975292,121,121,electricity
0.977214,121,121,electricity
0.978342,122,121,electricity
0.978412,121,121,electricity
0.972075,123,121,electricity
0.97027,121,121,electricity
0.971261,121,120,electricity
0.971529,122,121,electricity
0.972644,121,121,electricity
0.974377,122,121,electricity
0.970388,121,121,electricity
0.970569,121,121,electricity
0.969929,122,121,electricity
0.966977,120,121,electricity
0.973686,122,120,electricity
0.972605,121,121,electricity
0.972655,121,121,electricity
0.973252,122,121,electricity
0.972722,121,121,electricity
0.951317,122,120,electricity
0.946198,121,120,electricity
0.952818,121,120,electricity
0.956654,121,120,electricity
0.954597,121,120,electricity
0.979041,122,120,electricity
0.976624,121,120,electricity
0.977757,121,120,electricity
0.977627,122,120,electricity
0.977536,121,120,electricity
0.966942,122,120,electricity
0.966825,121,120,electricity
0.965189,121,120,electricity
0.964475,122,120,electricity
0.949529,120,120,electricity
0.967345,123,120,electricity
0.967566,121,121,electricity
0.968221,121,121,electricity
0.968167,122,121,electricity
0.964768,121,121,electricity
0.955167,122,120,electricity
0.945164,121,120,electricity
0.947958,120,121,electricity
0.946032,122,120,electricity
0.95426,121,121,electricity
0.970625,122,120,electricity
0.968167,121,120,electricity
0.969127,121,120,electricity
0.966724,122,120,electricity
0.967078,121,121,electricity
0.972678,122,121,electricity
0.972857,121,121,electricity
0.967635,121,120,electricity
0.97536,122,121,electricity
0.968924,121,120,electricity
0.982041,122,121,electricity
0.981448,121,121,electricity
0.977829,121,121,electricity
0.978601,122,120,electricity
0.977984,121,120,electricity
0.986249,122,120,electricity
0.984922,121,120,electricity
0.985975,121,121,electricity
0.985948,122,121,electricity
0.98668,121,121,electricity
0.978067,123,120,electricity
0.978475,121,120,electricity
0.974441,121,120,electricity
0.975358,122,120,electricity
0.973294,120,120,electricity
0.976693,122,121,electricity
0.978344,120,121,electricity
0.977484,121,121,electricity
0.97882,121,121,electricity
0.976426,120,120,electricity
0.958176,123,120,electricity
0.959948,121,120,electricity
0.955209,121,120,electricity
0.760136,121,120,electricity
0.61191,121,120,electricity
0.971412,122,121,electricity
0.97158,121,121,electricity
0.975831,121,121,electricity
0.970762,122,121,electricity
0.972345,121,120,electricity
0.976405,123,121,electricity
0.977913,121,121,electricity
0.97672,121,121,electricity
0.977142,122,121,electricity
0.976414,121,121,electricity
0.967514,122,121,electricity
0.967079,121,121,electricity
0.96809,121,121,electricity
0.968096,122,121,electricity
0.967705,121,120,electricity
0.983857,122,120,electricity
0.98165,121,120,electricity
0.981296,121,120,electricity
0.980441,122,121,electricity
0.980857,121,121,electricity
0.965355,122,120,electricity
0.954529,121,120,electricity
0.96303,121,120,electricity
0.961852,122,120,electricity
0.958253,120,120,electricity
0.984041,122,121,electricity
0.982932,121,121,electricity
0.981701,121,121,electricity
0.981441,122,121,electricity
0.975611,121,121,electricity
0.986706,121,122,electricity
0.985152,121,121,electricity
0.982548,121,121,electricity
0.977592,122,121,electricity
0.978255,120,121,electricity
0.965964,122,121,electricity
0.961939,121,121,electricity
0.949487,120,121,electricity
0.943275,121,121,electricity
0.952429,120,121,electricity
0.939456,122,121,electricity
0.94323,121,121,electricity
0.911176,120,127,electricity
0.942675,122,121,electricity
0.936831,120,121,electricity
0.957972,122,120,electricity
0.95883,121,120,electricity
0.958932,121,120,electricity
0.957861,122,120,electricity
0.965922,120,121,electricity
0.969504,122,120,electricity
0.965425,121,121,electricity
0.965537,120,121,electricity
0.969522,122,121,electricity
0.964724,121,121,electricity
0.972603,122,120,electricity
0.968771,121,120,electricity
0.967894,120,120,electricity
0.964256,121,121,electricity
0.95738,120,120,electricity
0.971695,122,121,electricity
0.97011,121,120,electricity
0.9689,121,120,electricity
0.969027,121,120,electricity
0.975359,120,121,electricity
0.947826,122,120,electricity
0.942827,120,120,electricity
0.943905,121,120,electricity
0.946133,121,120,electricity
0.93628,120,123,electricity
0.970528,122,121,electricity
0.972813,120,121,electricity
0.965476,120,121,electricity
0.972717,122,121,electricity
0.966519,120,121,electricity
0.975975,123,120,electricity
0.977569,121,120,electricity
0.972051,121,121,electricity
0.971479,122,120,electricity
0.975613,121,120,electricity
0.984409,122,120,electricity
0.982929,121,121,electricity
0.980203,121,121,electricity
0.979911,122,121,electricity
0.929584,121,121,electricity
0.977784,122,120,electricity
0.975376,121,120,electricity
0.975713,121,120,electricity
0.973577,122,121,electricity
0.972853,121,120,electricity
0.983358,122,121,electricity
0.980616,121,122,electricity
0.976972,121,122,electricity
0.981224,122,121,electricity
0.977484,121,121,electricity
0.979258,122,121,electricity
0.974398,120,121,electricity
0.976793,120,121,electricity
0.978203,122,120,electricity
0.977002,120,121,electricity
0.976848,122,121,electricity
0.977586,121,120,electricity
0.979068,121,120,electricity
0.97832,122,121,electricity
0.975376,121,120,electricity
0.979641,122,120,electricity
0.978001,121,120,electricity
0.978463,121,120,electricity
0.97593,122,121,electricity
0.978442,121,121,electricity
0.976446,122,120,electricity
0.973598,120,121,electricity
0.970063,120,121,electricity
0.970073,122,120,electricity
0.972548,121,120,electricity
0.979574,122,121,electricity
0.974536,121,121,electricity
0.975931,121,121,electricity
0.976955,122,121,electricity
0.974836,121,121,electricity
0.961257,122,120,electricity
0.957712,121,120,electricity
0.956222,121,120,electricity
0.952297,121,120,electricity
0.951536,120,120,electricity
0.962444,122,120,electricity
0.961456,120,121,electricity
0.957595,120,120,electricity
0.959352,121,120,electricity
0.95033,117,116,electricity
0.962847,122,121,electricity
0.964677,121,121,electricity
0.959856,121,121,electricity
0.96181,122,121,electricity
0.957036,120,120,electricity
0.962177,122,120,electricity
0.949174,121,121,electricity
0.94961,121,121,electricity
0.95775,122,121,electricity
0.948728,121,121,electricity
0.964681,122,121,electricity
0.962929,121,121,electricity
0.961479,121,121,electricity
0.966828,122,121,electricity
0.960028,120,121,electricity
0.967262,122,120,electricity
0.967941,121,120,electricity
0.966807,121,120,electricity
0.969311,122,120,electricity
0.970569,121,120,electricity
0.962428,122,120,electricity
0.966172,121,121,electricity
0.964329,121,120,electricity
0.963798,122,121,electricity
0.959409,120,120,electricity
0.981858,122,120,electricity
0.978899,121,120,electricity
0.978797,121,120,electricity
0.978057,122,120,electricity
0.976703,121,120,electricity
0.965824,122,120,electricity
0.964131,120,120,electricity
0.963166,121,120,electricity
0.966284,121,120,electricity
0.960667,121,120,electricity
0.970345,122,121,electricity
0.965965,121,121,electricity
0.972526,121,121,electricity
0.970776,121,121,electricity
0.968411,120,121,electricity
0.975276,122,121,electricity
0.978446,121,120,electricity
0.977484,121,121,electricity
0.977845,122,121,electricity
0.969017,120,120,electricity
0.947055,122,121,electricity
0.951038,121,121,electricity
0.951865,121,120,electricity
0.955984,122,121,electricity
0.950787,120,120,electricity
0.967799,122,121,electricity
0.972463,121,120,electricity
0.96911,121,121,electricity
0.968852,122,121,electricity
0.970719,120,121,electricity
0.970302,122,120,electricity
0.97204,121,120,electricity
0.971193,121,120,electricity
0.971025,122,120,electricity
0.969247,120,120,electricity
0.976463,122,120,electricity
0.975343,121,121,electricity
0.977838,121,120,electricity
0.979273,122,120,electricity
0.976911,120,121,electricity
0.971796,122,120,electricity
0.970972,120,120,electricity
0.973965,120,120,electricity
0.972461,122,121,electricity
0.966041,121,120,electricity
0.98297,122,120,electricity
0.98477,121,120,electricity
0.98305,121,120,electricity
0.98249,122,121,electricity
0.98196,121,121,electricity
0.973653,122,120,electricity
0.973656,121,120,electricity
0.972243,121,120,electricity
0.967347,121,121,electricity
0.966758,121,121,electricity
0.958037,123,121,electricity
0.954229,121,121,electricity
0.952091,121,121,electricity
0.948681,122,121,electricity
0.947471,121,122,electricity
0.949881,122,120,electricity
0.944538,121,120,electricity
0.942047,120,120,electricity
0.952834,121,120,electricity
0.945062,120,121,electricity
0.968672,122,120,electricity
0.966959,120,120,electricity
0.965029,121,120,electricity
0.96706,122,120,electricity
0.964835,121,120,electricity
0.971443,123,120,electricity
0.971144,121,121,electricity
0.966527,121,121,electricity
0.967746,122,121,electricity
0.969788,120,120,electricity
0.967881,122,120,electricity
0.966756,121,120,electricity
0.967584,121,120,electricity
0.969488,121,121,electricity
0.969355,120,121,electricity
0.977189,122,120,electricity
0.976499,120,120,electricity
0.976121,121,120,electricity
0.9785,122,121,electricity
0.972656,120,120,electricity
0.972722,122,120,electricity
0.972265,120,121,electricity
0.971834,121,121,electricity
0.971766,122,120,electricity
0.975156,121,120,electricity
0.970979,122,121,electricity
0.968187,121,121,electricity
0.970018,121,121,electricity
0.9597,122,121,electricity
0.966234,120,121,electricity
0.96328,122,120,electricity
0.962436,121,120,electricity
0.961811,121,120,electricity
0.962624,121,120,electricity
0.960514,121,120,electricity
0.980358,122,121,electricity
0.984129,121,121,electricity
0.983052,121,122,electricity
0.98149,121,121,electricity
0.977485,120,121,electricity
0.975142,122,121,electricity
0.966319,121,121,electricity
0.970308,121,121,electricity
0.968016,122,121,electricity
0.969669,120,121,electricity
0.965566,122,120,electricity
0.959438,121,120,electricity
0.882869,121,120,electricity
0.524978,121,120,electricity
0.431238,121,120,electricity
0.972545,122,121,electricity
0.973555,121,121,electricity
0.974803,121,121,electricity
0.974573,122,121,electricity
0.97436,120,121,electricity
0.966248,122,119,electricity
0.965841,121,120,electricity
0.956178,121,120,electricity
0.772067,121,120,electricity
0.816068,121,120,electricity
0.976697,122,120,electricity
0.960905,121,120,electricity
0.945052,121,121,electricity
0.567347,122,121,electricity
0.745633,121,121,electricity
0.976396,122,120,electricity
0.955913,121,121,electricity
0.958662,121,120,electricity
0.954385,122,121,electricity
0.961794,121,121,electricity
0.962645,122,120,electricity
0.970228,121,121,electricity
0.973622,121,121,electricity
0.972432,122,121,electricity
0.971952,121,121,electricity
0.966526,122,120,electricity
0.9703,121,120,electricity
0.97207,121,120,electricity
0.962661,121,120,electricity
0.962319,121,120,electricity
0.974573,122,120,electricity
0.972159,120,120,electricity
0.975359,121,121,electricity
0.972352,122,120,electricity
0.780267,120,120,electricity
0.973704,122,121,electricity
0.973058,121,121,electricity
0.973318,120,121,electricity
0.971328,122,120,electricity
0.969347,120,121,electricity
0.953523,122,120,electricity
0.955481,120,120,electricity
0.955039,121,120,electricity
0.952844,121,120,electricity
0.952855,120,120,electricity
0.974694,122,121,electricity
0.976451,121,121,electricity
0.975629,121,121,electricity
0.971328,122,121,electricity
0.963235,120,120,electricity
0.969764,122,120,electricity
0.969544,120,120,electricity
0.951761,121,119,electricity
0.867051,122,119,electricity
0.948252,121,119,electricity
0.964905,122,121,electricity
0.963619,121,121,electricity
0.964888,121,121,electricity
0.96733,122,121,electricity
0.964559,121,121,electricity
0.982739,123,120,electricity
0.984484,121,120,electricity
0.984437,121,120,electricity
0.98454,122,121,electricity
0.982898,120,121,electricity
0.967816,122,120,electricity
0.972945,120,120,electricity
0.972163,120,120,electricity
0.97384,122,120,electricity
0.959566,120,120,electricity
0.976473,122,121,electricity
0.974856,121,121,electricity
0.97817,122,121,electricity
0.976359,122,121,electricity
0.973487,121,121,electricity
0.947656,122,120,electricity
0.949521,120,121,electricity
0.945591,121,121,electricity
0.953641,121,121,electricity
0.943938,120,121,electricity
0.965991,122,120,electricity
0.968208,121,120,electricity
0.960406,120,120,electricity
0.968086,122,120,electricity
0.967146,120,120,electricity
0.973318,122,120,electricity
0.972514,121,120,electricity
0.968782,121,121,electricity
0.971479,121,120,electricity
0.972379,121,120,electricity
0.971395,122,121,electricity
0.971939,120,120,electricity
0.972269,121,121,electricity
0.971615,121,120,electricity
0.971025,121,120,electricity
0.970928,122,121,electricity
0.971227,121,121,electricity
0.969968,121,121,electricity
0.971478,122,121,electricity
0.97229,121,121,electricity
0.955301,122,120,electricity
0.958915,120,120,electricity
0.953188,121,121,electricity
0.95013,122,120,electricity
0.95309,120,120,electricity
0.973149,122,120,electricity
0.973013,120,120,electricity
0.975804,120,119,electricity
0.971293,121,119,electricity
0.969316,120,120,electricity
0.984614,122,121,electricity
0.981805,120,120,electricity
0.966259,121,120,electricity
0.670302,121,120,electricity
0.656021,120,120,electricity
0.987119,122,121,electricity
0.985394,121,120,electricity
0.987923,121,121,electricity
0.984849,121,120,electricity
0.986498,120,121,electricity
0.946537,122,121,electricity
0.937917,120,121,electricity
0.944782,120,121,electricity
0.947459,121,121,electricity
0.95563,121,120,electricity
0.970842,122,120,electricity
0.968372,121,121,electricity
0.967652,121,120,electricity
0.965656,122,121,electricity
0.970991,121,121,electricity
0.964653,122,120,electricity
0.965096,121,120,electricity
0.92193,121,120,electricity
0.524961,121,120,electricity
0.433255,120,120,electricity
0.980996,122,120,electricity
0.976219,121,120,electricity
0.977172,120,120,electricity
0.974077,121,120,electricity
0.917985,120,120,electricity
0.977182,122,120,electricity
0.977325,121,121,electricity
0.973335,121,121,electricity
0.977236,122,121,electricity
0.977324,121,121,electricity
0.987253,122,120,electricity
0.98445,121,120,electricity
0.983875,121,121,electricity
0.986534,122,121,electricity
0.98364,121,121,electricity
0.977743,122,120,electricity
0.978075,121,120,electricity
0.979779,121,120,electricity
0.978509,121,120,electricity
0.976342,121,120,electricity
0.977409,122,121,electricity
0.972667,121,120,electricity
0.971177,121,121,electricity
0.972252,121,121,electricity
0.96922,121,121,electricity
0.968051,122,120,electricity
0.9689,121,120,electricity
0.970699,121,119,electricity
0.967026,121,120,electricity
0.957823,120,119,electricity
0.983339,122,121,electricity
0.979626,120,121,electricity
0.983455,120,121,electricity
0.981532,122,121,electricity
