@relation image_classification
@attribute huMoments_0_0_1 real
@attribute huMoments_0_0_2 real
@attribute huMoments_0_0_3 real
@attribute huMoments_0_0_4 real
@attribute huMoments_0_0_5 real
@attribute huMoments_0_0_6 real
@attribute huMoments_0_0_7 real
@attribute huMoments_0_1_1 real
@attribute huMoments_0_1_2 real
@attribute huMoments_0_1_3 real
@attribute huMoments_0_1_4 real
@attribute huMoments_0_1_5 real
@attribute huMoments_0_1_6 real
@attribute huMoments_0_1_7 real
@attribute huMoments_0_2_1 real
@attribute huMoments_0_2_2 real
@attribute huMoments_0_2_3 real
@attribute huMoments_0_2_4 real
@attribute huMoments_0_2_5 real
@attribute huMoments_0_2_6 real
@attribute huMoments_0_2_7 real
@attribute huMoments_1_0_1 real
@attribute huMoments_1_0_2 real
@attribute huMoments_1_0_3 real
@attribute huMoments_1_0_4 real
@attribute huMoments_1_0_5 real
@attribute huMoments_1_0_6 real
@attribute huMoments_1_0_7 real
@attribute huMoments_1_1_1 real
@attribute huMoments_1_1_2 real
@attribute huMoments_1_1_3 real
@attribute huMoments_1_1_4 real
@attribute huMoments_1_1_5 real
@attribute huMoments_1_1_6 real
@attribute huMoments_1_1_7 real
@attribute huMoments_1_2_1 real
@attribute huMoments_1_2_2 real
@attribute huMoments_1_2_3 real
@attribute huMoments_1_2_4 real
@attribute huMoments_1_2_5 real
@attribute huMoments_1_2_6 real
@attribute huMoments_1_2_7 real
@attribute huMoments_2_0_1 real
@attribute huMoments_2_0_2 real
@attribute huMoments_2_0_3 real
@attribute huMoments_2_0_4 real
@attribute huMoments_2_0_5 real
@attribute huMoments_2_0_6 real
@attribute huMoments_2_0_7 real
@attribute huMoments_2_1_1 real
@attribute huMoments_2_1_2 real
@attribute huMoments_2_1_3 real
@attribute huMoments_2_1_4 real
@attribute huMoments_2_1_5 real
@attribute huMoments_2_1_6 real
@attribute huMoments_2_1_7 real
@attribute huMoments_2_2_1 real
@attribute huMoments_2_2_2 real
@attribute huMoments_2_2_3 real
@attribute huMoments_2_2_4 real
@attribute huMoments_2_2_5 real
@attribute huMoments_2_2_6 real
@attribute huMoments_2_2_7 real
@attribute class {accident,bomb,car,casualty,injury}
@data
0.176933,6.68115e-05,9.88929e-06,1.50386e-05,-1.50546e-10,-1.17907e-07,-1.0474e-10,0.185573,0.000100952,6.73008e-05,1.29103e-05,3.65967e-10,1.29297e-07,-1.04354e-10,0.199167,0.000330705,1.83251e-05,5.78006e-07,-1.67477e-12,-2.21272e-09,-8.56641e-13,0.204719,0.000330987,4.81932e-05,2.49973e-05,8.65935e-10,4.11818e-07,5.41294e-11,0.204276,0.00028165,1.10749e-05,1.54884e-05,1.33175e-10,1.4686e-07,1.53014e-10,0.184338,0.000123456,4.50105e-05,6.16311e-05,3.21373e-09,-4.61712e-07,4.56975e-10,0.20512,0.00019374,0.000171308,0.000242374,4.86507e-08,3.311e-06,-8.49946e-09,0.196529,5.53482e-06,0.000249601,6.56486e-05,7.01418e-09,-6.54088e-08,-4.62821e-09,0.189474,1.15142e-06,1.47781e-05,4.62202e-05,1.20776e-09,-4.89194e-08,2.26904e-11,accident
0.177691,3.5306e-06,6.66126e-06,6.35281e-06,4.04615e-11,1.14807e-08,-8.41047e-12,0.177381,2.41587e-06,1.52099e-05,1.35234e-06,-2.62637e-12,2.10145e-09,5.54252e-12,0.182056,2.06702e-05,8.55599e-06,4.7181e-06,2.97278e-11,2.12637e-08,3.85581e-12,0.180109,2.37026e-05,1.548e-05,8.85775e-06,1.02777e-10,3.82084e-08,-1.39683e-11,0.176658,5.8924e-06,1.04057e-05,9.2362e-06,9.04073e-11,9.48411e-09,-5.03642e-12,0.176959,1.55733e-05,1.99938e-05,1.39368e-05,2.32316e-10,-8.96596e-09,1.23315e-11,0.175908,0.000100711,1.79385e-05,1.57683e-05,1.86038e-10,1.50626e-07,-1.88996e-10,0.178614,5.27545e-05,9.49999e-07,2.23865e-06,1.57394e-12,1.23827e-08,-2.86022e-12,0.177812,9.50658e-05,1.18631e-05,1.84638e-05,2.71483e-10,1.79602e-07,-3.11385e-11,accident
0.177996,8.4488e-06,6.06177e-06,1.45443e-05,1.27951e-10,-3.22953e-08,4.77348e-11,0.181209,1.77938e-05,7.67736e-06,3.41101e-06,-7.45881e-12,-4.67912e-09,1.57815e-11,0.170886,3.32915e-05,3.06753e-06,3.46012e-06,-1.10136e-11,-1.98579e-08,-2.40349e-12,0.185352,7.08162e-05,1.47786e-05,7.14198e-06,7.27777e-11,5.63346e-08,-9.33901e-12,0.180812,5.12968e-06,4.11947e-06,9.21011e-06,5.28499e-11,1.511e-08,-2.06217e-11,0.177716,4.11811e-05,3.4473e-05,1.67859e-05,3.85308e-10,5.18561e-08,1.20765e-10,0.180252,0.000175002,1.91632e-05,2.31089e-05,3.28683e-10,2.65795e-07,-3.58407e-10,0.184475,2.48715e-05,2.00244e-05,1.3704e-05,2.0154e-10,-2.27599e-08,-1.04481e-10,0.184473,0.000112648,1.17389e-05,3.09518e-07,-3.99862e-13,-1.57361e-09,-4.33817e-13,accident
0.178024,3.75491e-05,1.19225e-05,1.69987e-06,6.97368e-12,1.01543e-08,-3.15116e-12,0.181923,4.48816e-05,5.85363e-06,1.84597e-06,5.95193e-12,1.20487e-08,-1.18157e-12,0.169876,3.00373e-05,3.89844e-06,2.13664e-06,-6.04006e-12,-1.16558e-08,-1.24251e-12,0.179183,2.14307e-05,1.36529e-05,7.64673e-06,7.81304e-11,2.75155e-08,3.71358e-13,0.17798,6.26464e-06,2.98256e-06,5.30111e-06,1.74977e-11,3.94427e-09,-1.17535e-11,0.176522,3.93808e-05,2.99178e-05,1.00977e-05,1.36331e-10,5.51527e-08,1.10532e-10,0.177237,0.000142942,2.65093e-05,1.85454e-05,3.16026e-10,2.17697e-07,-2.63084e-10,0.180888,7.15968e-05,7.55982e-06,4.19381e-07,4.63184e-13,2.68472e-09,-5.85731e-13,0.183061,0.000162396,1.98637e-06,4.11995e-06,-5.68612e-12,4.76554e-08,-1.03237e-11,accident
0.178572,4.53047e-07,2.83185e-06,1.15864e-05,5.97346e-11,-7.22183e-09,-2.89226e-11,0.180773,6.4228e-05,1.8742e-05,4.77132e-06,2.77897e-11,3.80173e-08,-3.5546e-11,0.172422,2.42686e-05,8.16577e-07,5.46576e-06,-1.12761e-11,-2.68654e-08,-2.4871e-12,0.182703,3.5395e-05,2.10166e-05,1.16724e-05,1.79836e-10,6.18486e-08,-3.28866e-11,0.176689,1.37898e-05,3.61489e-06,7.37015e-06,1.04682e-11,-1.59587e-08,-3.65732e-11,0.177251,2.82433e-05,3.2537e-05,1.35181e-05,2.59227e-10,4.15476e-08,1.14789e-10,0.176778,0.000213632,4.19866e-05,1.95564e-05,5.24378e-10,2.76432e-07,-1.97643e-10,0.182059,3.27844e-05,1.36843e-05,1.09198e-06,2.67933e-12,-5.51294e-09,-3.26185e-12,0.184306,0.000226111,8.27962e-06,9.8641e-06,2.57045e-11,1.47246e-07,-8.53575e-11,accident
0.174656,6.04656e-06,4.07424e-06,7.8425e-06,4.39698e-11,-1.38806e-08,5.64542e-12,0.183443,0.000129925,2.94543e-05,9.77718e-07,-1.16214e-12,8.54299e-09,-5.11648e-12,0.16935,4.05033e-05,6.35013e-06,1.60612e-06,-4.84979e-12,-1.00658e-08,-1.67011e-12,0.18284,5.89475e-05,1.39736e-05,5.69095e-06,4.93433e-11,4.1339e-08,-1.18636e-11,0.175251,1.44971e-05,4.67812e-06,6.47833e-06,2.37601e-11,-9.64653e-09,-2.65966e-11,0.178532,2.79162e-05,3.35524e-05,1.7405e-05,3.05495e-10,8.06214e-08,2.89104e-10,0.18153,0.000194097,2.10129e-05,1.74106e-05,3.31938e-10,2.38456e-07,2.67707e-11,0.179533,2.49624e-05,1.2258e-05,5.34724e-07,-7.7716e-13,-2.32064e-09,-1.12703e-12,0.182908,0.000221607,2.30959e-05,2.94734e-07,-9.40596e-14,-7.40485e-10,7.632e-13,accident
0.172281,3.37952e-05,2.08171e-06,5.59097e-06,-1.83722e-11,-3.23689e-08,-5.12633e-12,0.181138,2.27691e-05,2.18164e-05,1.30055e-06,5.83291e-13,1.9325e-09,6.90303e-12,0.180203,1.76292e-05,1.12893e-05,6.01518e-06,4.60358e-11,2.51958e-08,1.83779e-11,0.186378,6.6482e-05,4.80973e-07,3.50851e-07,1.15523e-13,2.01343e-09,8.61802e-14,0.177501,1.04631e-05,1.31241e-06,1.55067e-06,-2.1943e-12,-4.97925e-09,2.80421e-13,0.180749,1.83896e-05,1.79868e-05,1.09899e-05,1.54487e-10,3.67486e-08,-2.94819e-12,0.182895,3.65658e-05,1.44297e-05,1.47561e-05,-7.57375e-12,8.82231e-08,2.15188e-10,0.184224,6.17741e-06,6.56344e-06,2.36593e-06,-6.93586e-12,3.99002e-09,6.23039e-12,0.180515,0.000152857,4.7689e-06,1.07564e-05,2.77655e-11,1.32985e-07,-7.18608e-11,accident
0.168128,5.17173e-05,1.24457e-05,5.31849e-07,-1.35041e-12,-3.80687e-09,-2.20793e-13,0.187772,8.22871e-05,3.26342e-05,3.9667e-06,-4.51236e-11,1.48441e-08,-8.44584e-13,0.185982,0.000218103,4.56956e-06,2.96309e-06,-1.07337e-11,3.21776e-08,-1.91505e-12,0.185932,0.000103021,9.51847e-08,1.34964e-08,2.48996e-16,1.32614e-10,4.14733e-16,0.185694,2.57723e-05,1.09807e-05,1.36911e-05,1.67841e-10,6.94974e-08,-3.1116e-12,0.175305,2.56184e-05,1.8963e-05,1.1835e-05,1.77294e-10,-3.62862e-08,1.3341e-12,0.188311,8.23796e-05,1.68906e-05,1.00113e-05,-1.27023e-11,3.28882e-08,-1.29563e-10,0.183519,4.81267e-05,7.01168e-06,7.60364e-07,-1.28688e-12,-4.65836e-09,1.19429e-12,0.184084,0.000235125,1.00413e-05,4.74623e-06,-8.4301e-12,7.2104e-08,-3.16625e-11,accident
0.190994,0.000230906,2.55456e-05,7.31214e-05,-3.10843e-09,-1.11024e-06,-5.70094e-10,0.180868,3.5594e-05,3.83466e-05,1.04502e-05,7.25736e-11,3.41016e-08,1.96202e-10,0.18488,0.000220795,1.72347e-06,5.54119e-07,4.67518e-13,-5.35432e-09,-2.73239e-13,0.189387,0.000161274,3.99879e-05,2.01546e-05,5.43739e-10,2.51723e-07,-1.78124e-10,0.185087,2.08757e-05,3.76448e-06,8.1312e-06,4.59003e-12,-1.08625e-08,-4.47519e-11,0.17289,6.7089e-05,9.43438e-06,8.04383e-06,7.00629e-11,-6.29057e-08,1.19184e-12,0.186245,0.00020403,6.27578e-05,3.89287e-05,1.86204e-09,4.88726e-07,-4.84924e-10,0.18603,0.000118007,6.08414e-06,1.29883e-07,-1.1531e-13,-1.13184e-09,-5.88117e-15,0.190549,0.000176629,1.45714e-05,2.34846e-07,3.44979e-15,7.06162e-10,-4.34423e-13,accident
0.197284,2.76334e-06,1.65172e-05,5.68657e-05,1.33631e-09,-2.88219e-08,-1.11874e-09,0.177008,9.60513e-05,1.62654e-05,3.25805e-06,1.55452e-11,-1.65844e-08,1.79127e-11,0.185153,0.000348998,1.79277e-05,9.54664e-06,5.25105e-11,1.77706e-07,1.13318e-10,0.183408,5.57546e-05,6.96657e-05,3.444e-05,1.64022e-09,9.67303e-08,-3.94346e-10,0.187206,2.83409e-05,2.06155e-05,2.02446e-05,4.13065e-10,1.03157e-07,2.06654e-11,0.178772,5.71223e-05,6.02328e-05,2.30252e-05,8.05224e-10,3.73762e-08,-2.94744e-10,0.204137,0.00040038,8.93994e-05,2.4372e-05,1.13247e-09,4.02511e-07,1.08275e-10,0.182427,8.79006e-05,1.99992e-05,1.07391e-06,3.2657e-12,1.00148e-08,3.75564e-12,0.185923,2.31731e-05,1.80731e-05,1.46178e-05,2.31798e-10,7.01072e-08,-5.21638e-11,accident
0.174847,4.40484e-05,1.43257e-06,1.10389e-05,-4.07317e-11,-7.30747e-08,-1.63695e-11,0.189104,3.72319e-05,9.16372e-05,6.91742e-06,-7.38637e-11,3.86844e-08,1.57722e-10,0.19263,0.000203937,3.10793e-05,6.13324e-06,4.37422e-11,8.12975e-08,7.25051e-11,0.191659,0.000138188,2.01698e-05,9.61802e-06,1.33207e-10,9.79814e-08,1.41985e-11,0.191743,0.000157939,1.67187e-05,7.92074e-06,8.18331e-11,9.95408e-08,-4.01425e-11,0.177924,6.71063e-05,5.01375e-05,2.35555e-05,7.49279e-10,-3.0284e-08,3.06394e-10,0.213419,0.000249119,1.02474e-05,4.02195e-05,5.63545e-10,2.06413e-07,-5.90851e-10,0.206639,3.27168e-05,7.59096e-06,2.57467e-07,2.45136e-13,-1.47239e-09,2.63562e-13,0.191283,0.000167216,5.11777e-05,6.48619e-07,2.61681e-12,3.32744e-09,-2.66788e-12,accident
0.19098,9.12866e-05,4.22561e-05,8.8539e-06,1.11174e-10,2.95533e-08,1.30266e-10,0.184462,4.52974e-05,1.18971e-05,8.59863e-06,7.59636e-11,5.67371e-08,-4.23456e-11,0.166644,5.09294e-33,3.24821e-33,3.60912e-34,3.90772e-67,-2.57564e-50,0,0.187004,4.25455e-05,1.56694e-05,1.66293e-05,2.57058e-10,1.07187e-07,-7.73213e-11,0.174713,6.711e-05,6.77151e-05,1.5769e-05,4.03067e-10,-1.09831e-07,-3.21025e-10,0.186647,7.7333e-05,2.42286e-05,9.05993e-06,1.16763e-10,7.84514e-08,6.62133e-11,0.181576,0.000113471,3.15511e-06,6.46053e-06,1.45913e-11,-5.71845e-09,-2.52563e-11,0.189651,4.94078e-05,3.12527e-05,1.36312e-05,1.41695e-10,1.95288e-08,-2.43063e-10,0.186898,0.000200188,4.16462e-05,4.56742e-05,3.83243e-11,5.58814e-07,1.99165e-09,accident
0.166644,5.09294e-33,3.24821e-33,3.60912e-34,3.90772e-67,-2.57564e-50,0,0.166644,5.09294e-33,3.24821e-33,3.60912e-34,3.90772e-67,-2.57564e-50,0,0.197284,6.5448e-05,2.52281e-05,7.15648e-06,8.32401e-11,5.65215e-08,-4.81423e-11,0.16639,3.56739e-05,1.19495e-05,5.45521e-08,2.67462e-14,-2.62208e-10,3.49936e-14,0.173249,9.21449e-05,3.96515e-05,6.95881e-06,8.77639e-11,-4.81075e-08,7.52283e-11,0.197186,3.03158e-05,0.000144089,2.3776e-05,-9.95298e-10,-2.33876e-08,9.72639e-10,0.198441,0.000141203,6.35373e-05,5.51725e-05,-3.2666e-09,3.31248e-07,-1.03975e-11,0.17063,0.000116134,3.84218e-06,3.12485e-06,9.3775e-12,-2.6034e-08,-5.41292e-12,0.193817,0.000236819,2.59688e-05,3.06466e-05,4.17858e-10,2.44917e-07,7.56885e-10,bomb
0.166644,5.09294e-33,3.24821e-33,3.60912e-34,3.90772e-67,-2.57564e-50,0,0.166814,7.97592e-06,2.51341e-06,6.47381e-09,-7.14128e-16,-1.72236e-11,-4.14677e-16,0.196528,0.000250521,0.000129005,4.37538e-05,2.42476e-09,6.72506e-07,-2.2195e-09,0.166494,3.717e-07,1.64047e-07,1.00618e-08,4.08677e-16,-6.1334e-12,9.61381e-18,0.168668,0.000304535,3.43448e-05,8.08484e-07,3.58026e-12,6.92737e-09,-2.30904e-12,0.197478,0.00098752,4.64991e-05,1.21035e-05,-2.86154e-10,-1.38766e-07,-2.37495e-11,0.208086,2.69413e-05,0.000208941,5.80434e-05,-6.35894e-09,1.97132e-07,6.499e-10,0.169356,0.000231861,1.46642e-07,5.42016e-06,-3.92135e-12,-8.24637e-08,-2.8237e-12,0.214813,6.4041e-05,0.000305666,3.76261e-05,-3.87686e-09,3.01105e-07,-1.11903e-09,bomb
0.166644,5.09294e-33,3.24821e-33,3.60912e-34,3.90772e-67,-2.57564e-50,0,0.17129,3.55047e-05,7.27993e-06,3.78442e-06,-1.98594e-11,-2.25481e-08,4.14861e-13,0.203959,7.55468e-05,0.000129467,7.22144e-06,-1.94255e-10,-1.01943e-08,-1.04983e-10,0.166251,2.68065e-06,1.17903e-06,7.04015e-08,2.02758e-14,-1.15241e-10,5.44259e-16,0.176293,0.000321107,4.84735e-05,1.26481e-05,-2.4429e-10,-2.17854e-07,1.95966e-10,0.203021,0.00108306,1.29278e-05,3.79633e-06,2.22322e-11,-1.21267e-07,-1.45961e-11,0.207079,4.66638e-05,0.000230929,9.34646e-05,-1.36501e-08,5.87449e-07,-1.49043e-09,0.170884,0.000167158,1.92151e-05,6.33906e-06,6.7579e-11,-5.03e-08,-1.8102e-11,0.206927,0.000389441,1.59251e-05,3.10444e-05,-2.76743e-10,1.41975e-07,6.32362e-10,bomb
0.166644,5.09294e-33,3.24821e-33,3.60912e-34,3.90772e-67,-2.57564e-50,0,0.178214,7.50452e-05,1.14431e-05,1.71736e-05,-2.38535e-10,-1.48286e-07,3.25674e-11,0.189241,7.14616e-05,8.25525e-06,2.90433e-05,4.1847e-10,2.04036e-07,-1.64694e-10,0.168789,0.000108211,2.53362e-05,9.84494e-07,-3.60667e-12,-9.22313e-09,3.34181e-12,0.194366,9.57241e-05,0.00012124,7.13276e-05,2.32493e-09,-5.99346e-08,6.2122e-09,0.207521,0.000416861,7.59809e-05,8.8754e-05,-3.33053e-09,4.96295e-08,6.48297e-09,0.207286,0.000466815,2.39913e-05,6.32886e-05,-2.46596e-09,4.91044e-07,-2.82986e-11,0.171141,0.000160669,2.36524e-06,4.17385e-06,1.31066e-11,-5.29011e-08,4.4675e-13,0.201443,0.000493442,1.71374e-05,5.30514e-05,6.64111e-10,9.27169e-07,1.45525e-09,bomb
0.166644,5.09294e-33,3.24821e-33,3.60912e-34,3.90772e-67,-2.57564e-50,0,0.169559,6.13387e-05,1.91243e-05,1.96526e-06,-1.20476e-11,-1.33898e-08,1.21611e-13,0.187339,3.20258e-05,2.74361e-05,3.30273e-05,-6.46116e-10,-1.35014e-07,-7.55617e-10,0.166505,2.57946e-07,1.18482e-07,8.99255e-09,2.93513e-16,-4.56702e-12,3.01792e-18,0.178822,0.000167771,2.76545e-05,1.70019e-05,2.04363e-10,-2.07987e-07,3.06836e-10,0.201551,0.000433904,3.1635e-05,6.51278e-06,-8.64906e-11,1.46209e-08,3.54753e-11,0.209377,8.75448e-05,0.000198251,9.35538e-05,-1.21603e-08,4.89834e-07,-3.8022e-09,0.177411,0.000259603,1.90871e-05,9.60955e-06,-1.1163e-10,1.20286e-07,6.69047e-11,0.207299,0.000398059,1.25292e-05,1.49432e-05,1.79951e-10,-1.17994e-07,-9.70853e-11,bomb
0.166644,5.09294e-33,3.24821e-33,3.60912e-34,3.90772e-67,-2.57564e-50,0,0.166677,1.1247e-07,3.39899e-08,3.20636e-10,-1.05631e-18,-1.0744e-13,6.80786e-20,0.192402,1.52513e-06,1.57005e-05,4.5955e-05,3.95548e-10,-5.52397e-08,-1.16931e-09,0.173041,4.22079e-05,9.06142e-07,7.18775e-06,-1.7901e-11,-4.64415e-08,4.0061e-12,0.182118,2.31516e-05,2.56036e-05,1.70299e-05,1.16685e-10,-2.33718e-08,3.35916e-10,0.196603,1.98499e-05,1.24996e-06,1.3622e-05,5.5908e-11,2.92588e-08,5.81488e-12,0.192314,0.000395142,9.21793e-06,1.08355e-05,1.07182e-10,1.01725e-07,1.54484e-11,0.171145,8.08921e-05,2.13028e-05,3.84058e-06,3.47065e-11,-2.24178e-08,-1.49565e-12,0.184038,0.000239681,1.97386e-05,2.59985e-05,-7.26936e-11,2.85027e-07,5.84452e-10,bomb
0.166644,5.09294e-33,3.24821e-33,3.60912e-34,3.90772e-67,-2.57564e-50,0,0.168628,7.70128e-05,2.12848e-05,7.22658e-07,-2.67554e-12,-6.21431e-09,-9.35039e-13,0.183879,2.30385e-05,2.16205e-05,2.40929e-05,-2.66062e-11,3.14914e-08,-5.49236e-10,0.170846,5.73954e-05,6.11569e-06,3.56383e-06,-1.37974e-11,-2.59317e-08,9.29786e-12,0.186003,0.000146431,8.60771e-05,4.23595e-05,3.07585e-10,-2.95353e-07,2.53926e-09,0.194722,0.000170305,4.36861e-05,7.613e-06,-1.37259e-10,2.18613e-08,-2.08705e-11,0.194731,0.000396289,2.38049e-06,2.66238e-05,5.71166e-11,1.96226e-07,-2.04111e-10,0.169272,9.05533e-05,1.73859e-06,2.75253e-06,-3.69429e-13,-2.61563e-08,6.01005e-12,0.192658,0.000527522,1.97865e-05,2.55402e-05,5.72943e-10,4.7754e-07,3.71328e-11,bomb
0.193304,4.64706e-05,3.63379e-05,2.98861e-05,9.37282e-10,1.89173e-07,3.02482e-10,0.195596,2.16297e-05,3.19521e-05,0.000112741,5.9398e-09,-5.16114e-07,-3.24137e-09,0.199096,0.00015138,5.4379e-05,2.05786e-05,6.42686e-10,2.5304e-07,-2.46662e-10,0.179246,0.000107654,5.07439e-05,3.19823e-05,1.28827e-09,-1.65021e-07,-1.95923e-11,0.166644,5.09294e-33,3.24821e-33,3.60912e-34,3.90772e-67,-2.57564e-50,0,0.181405,0.000116152,3.79866e-05,4.44729e-05,1.82239e-09,-3.13435e-07,1.42199e-10,0.206062,0.000891824,8.71036e-06,3.68793e-06,6.1841e-12,5.9981e-08,-1.99664e-11,0.185611,0.000125936,9.50694e-05,7.18665e-05,5.78375e-09,-2.48057e-07,1.35487e-09,0.194005,7.46877e-06,3.40634e-05,5.41518e-05,2.29374e-09,1.35809e-07,3.84576e-10,bomb
0.166644,5.09294e-33,3.24821e-33,3.60912e-34,3.90772e-67,-2.57564e-50,0,0.166203,3.17249e-06,1.41581e-06,8.88847e-08,3.1531e-14,-1.58315e-10,-1.66576e-16,0.191979,3.82037e-05,5.60343e-05,1.17598e-05,-2.02543e-10,-1.82172e-09,-2.2384e-10,0.166146,8.44023e-06,3.3484e-06,1.16577e-07,7.16484e-14,-3.35585e-10,1.30926e-14,0.173505,0.000235165,3.99835e-05,7.27248e-06,-1.05114e-10,-1.10006e-07,6.58037e-11,0.1887,2.08901e-05,1.27595e-05,2.30239e-05,3.75916e-10,-2.1226e-08,1.20065e-10,0.191392,5.10224e-05,6.82061e-05,3.76755e-05,-1.87234e-09,2.00272e-07,-3.76687e-10,0.169983,7.53479e-05,4.83283e-06,2.42178e-06,7.91903e-12,-1.6903e-08,-2.4359e-12,0.197481,2.55304e-05,5.08985e-05,5.93452e-06,-6.13722e-11,1.59171e-08,-8.28945e-11,bomb
0.166644,5.09294e-33,3.24821e-33,3.60912e-34,3.90772e-67,-2.57564e-50,0,0.182429,3.15123e-05,5.66187e-06,2.84393e-05,-5.63069e-11,-3.13278e-08,-3.56457e-10,0.203703,3.175e-05,5.38563e-06,5.97169e-05,6.40511e-10,-9.28845e-08,-8.58284e-10,0.197324,0.000333001,4.99749e-05,2.00018e-06,-1.99813e-11,-3.08957e-08,-8.09637e-13,0.213713,6.58411e-05,3.33615e-05,0.000166563,1.14027e-08,7.42381e-07,4.91331e-09,0.203271,0.000475645,0.000149479,8.13717e-06,2.24779e-10,1.26535e-07,1.73241e-10,0.203886,0.000864606,8.41219e-06,4.51254e-05,7.59325e-10,1.08759e-06,-4.43184e-10,0.177462,7.76533e-05,5.85388e-05,2.14695e-05,7.42468e-10,-2.96759e-08,1.67489e-10,0.198148,0.0003561,7.10122e-05,8.64258e-06,2.07743e-10,1.21436e-07,-5.1815e-11,bomb
0.166644,5.09294e-33,3.24821e-33,3.60912e-34,3.90772e-67,-2.57564e-50,0,0.184463,2.93595e-05,1.72655e-05,1.96612e-05,1.99234e-10,-9.54211e-08,3.02537e-10,0.168086,2.22843e-05,7.12775e-05,1.91476e-06,7.1049e-12,-6.2664e-09,2.12107e-11,0.16647,1.27145e-06,4.91551e-07,1.35579e-08,1.08648e-15,-1.51365e-11,2.11177e-16,0.191019,0.000563384,8.78059e-05,2.35827e-07,8.98465e-13,3.28456e-09,-5.86825e-13,0.171029,0.000205162,6.0259e-05,3.1021e-06,-3.93797e-11,-4.32651e-08,-1.57501e-11,0.202946,7.92994e-05,8.57119e-05,4.88922e-05,-2.86795e-09,2.66262e-07,-1.3388e-09,0.179622,0.00033793,1.39418e-06,2.57663e-06,-1.12219e-12,4.05121e-08,-4.7529e-12,0.19516,1.48803e-05,6.24798e-05,1.52803e-05,-1.31818e-10,2.41203e-08,4.53364e-10,bomb
0.166644,5.09294e-33,3.24821e-33,3.60912e-34,3.90772e-67,-2.57564e-50,0,0.169688,3.29937e-05,5.69325e-06,1.91461e-06,-6.14502e-12,-1.08309e-08,-1.48211e-12,0.189067,0.000184272,1.3098e-05,1.78073e-05,2.48761e-10,1.51284e-07,-1.09899e-10,0.181624,1.62319e-05,2.64286e-05,1.95557e-05,4.14779e-10,-1.00503e-08,-1.60025e-10,0.209245,2.27806e-05,0.000225473,5.05338e-06,-1.1724e-10,-1.63681e-08,1.239e-10,0.165201,8.19212e-05,7.95304e-05,7.35659e-07,-2.06004e-12,-1.77477e-09,-5.23642e-12,0.196475,0.000751221,3.4137e-05,3.13639e-05,9.42279e-10,7.56508e-07,4.06593e-10,0.17182,5.845e-05,7.00838e-06,5.80344e-06,3.62124e-11,-3.77534e-08,7.64948e-12,0.197609,3.64517e-05,4.82461e-05,2.57339e-05,-1.05955e-10,-6.04992e-08,-9.00543e-10,bomb
0.166644,5.09294e-33,3.24821e-33,3.60912e-34,3.90772e-67,-2.57564e-50,0,0.18436,3.68425e-05,7.44879e-06,1.3726e-05,-6.32694e-11,-7.6781e-08,1.23529e-10,0.171151,1.01056e-05,4.38335e-05,3.36076e-06,-2.90638e-11,-5.37148e-09,2.8621e-11,0.173537,4.99476e-05,1.48447e-06,8.38665e-06,-2.66112e-11,-5.86377e-08,1.29424e-11,0.214042,4.11026e-06,0.00015014,1.28348e-05,-1.76744e-11,-1.60687e-08,5.63143e-10,0.173492,4.46552e-05,1.41627e-05,1.19097e-05,-1.26554e-10,-5.67119e-08,-8.89336e-11,0.195778,0.000646286,3.08782e-05,6.69052e-05,6.17934e-10,1.23716e-06,-2.97755e-09,0.171554,0.00014042,8.35275e-07,6.43031e-06,1.19241e-11,-5.81299e-08,8.93889e-12,0.19785,0.00057171,1.47076e-05,1.17001e-05,1.14561e-10,2.23194e-07,-1.0214e-10,bomb
0.202686,0.000135692,5.95554e-05,3.11442e-05,1.33996e-09,3.62772e-07,6.00681e-11,0.184841,0.000156293,0.000144451,5.35116e-05,4.70298e-09,1.04932e-07,-1.27504e-10,0.205124,0.00100263,2.6542e-05,9.93923e-06,3.2971e-11,2.81519e-07,-1.58031e-10,0.177472,0.000113921,3.04874e-05,2.47652e-05,6.80361e-10,-2.28145e-07,-1.33402e-11,0.166644,5.09294e-33,3.24821e-33,3.60912e-34,3.90772e-67,-2.57564e-50,0,0.181107,9.57383e-05,3.79047e-05,4.30882e-05,1.6969e-09,-2.62299e-07,-3.90915e-10,0.211392,0.00125163,1.45375e-05,1.08266e-05,-7.49981e-11,3.82724e-07,-1.13243e-10,0.191487,0.000172459,0.000194569,0.000116841,1.7475e-08,-5.38129e-08,2.23225e-09,0.195902,5.62204e-06,4.61272e-05,6.91095e-05,3.9018e-09,1.62869e-07,3.74194e-11,bomb
