@relation 'image_classification-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -P 1 -E 1-Sweka.attributeSelection.BestFirst -D 1 -N 5-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -P 1 -E 1-Sweka.attributeSelection.BestFirst -D 1 -N 5-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -P 1 -E 1-Sweka.attributeSelection.BestFirst -D 1 -N 5-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -P 1 -E 1-Sweka.attributeSelection.BestFirst -D 1 -N 5-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -P 1 -E 1-Sweka.attributeSelection.BestFirst -D 1 -N 5'

@attribute VnHhisto_1 numeric
@attribute VnHhisto_3 numeric
@attribute VnHhisto_4 numeric
@attribute VnHhisto_6 numeric
@attribute VnHhisto_7 numeric
@attribute VnHhisto_8 numeric
@attribute VnHhisto_9 numeric
@attribute VnHhisto_12 numeric
@attribute VnHhisto_13 numeric
@attribute VnHhisto_43 numeric
@attribute VnHhisto_53 numeric
@attribute VnHhisto_74 numeric
@attribute VnHhisto_83 numeric
@attribute VnHhisto_94 numeric
@attribute VnHhisto_96 numeric
@attribute VnHhisto_100 numeric
@attribute VnHhisto_108 numeric
@attribute VnHhisto_113 numeric
@attribute VnHhisto_146 numeric
@attribute VnHhisto_149 numeric
@attribute VnHhisto_154 numeric
@attribute VnHhisto_160 numeric
@attribute VnHhisto_175 numeric
@attribute VnHhisto_178 numeric
@attribute VnHhisto_192 numeric
@attribute VnHhisto_195 numeric
@attribute VnHhisto_219 numeric
@attribute VnHhisto_247 numeric
@attribute VnHhisto_252 numeric
@attribute VnHhisto_258 numeric
@attribute VnHhisto_262 numeric
@attribute VnHhisto_271 numeric
@attribute VnHhisto_273 numeric
@attribute VnHhisto_279 numeric
@attribute VnHhisto_281 numeric
@attribute VnHhisto_335 numeric
@attribute VnHhisto_351 numeric
@attribute VnHhisto_358 numeric
@attribute VnHhisto_366 numeric
@attribute VnHhisto_376 numeric
@attribute VnHhisto_382 numeric
@attribute VnHhisto_396 numeric
@attribute VnHhisto_403 numeric
@attribute VnHhisto_413 numeric
@attribute VnHhisto_419 numeric
@attribute VnHhisto_422 numeric
@attribute VnHhisto_439 numeric
@attribute VnHhisto_449 numeric
@attribute VnHhisto_451 numeric
@attribute VnHhisto_454 numeric
@attribute VnHhisto_455 numeric
@attribute VnHhisto_458 numeric
@attribute VnHhisto_465 numeric
@attribute VnHhisto_499 numeric
@attribute VnHhisto_502 numeric
@attribute VnHhisto_503 numeric
@attribute VnHhisto_504 numeric
@attribute VnHhisto_505 numeric
@attribute VnHhisto_506 numeric
@attribute VnHhisto_507 numeric
@attribute VnHhisto_509 numeric
@attribute VnHhisto_511 numeric
@attribute class {accident,bomb,car,casualty,injury}

@data
63824,57361,55481,52440,51196,50398,49607,50071,53062,60824,61365,61950,62130,62214,62345,62262,57620,56625,57296,60504,61946,62174,61904,61557,61232,60913,60247,55112,60874,63755,63090,62542,62126,62532,62533,61989,52375,54596,56753,58593,59108,59784,59816,59863,60332,60331,59483,59314,59784,59785,59787,59787,59246,54810,50781,47394,43246,43180,44980,47570,55211,65280,bomb
64352,59573,58009,55323,54259,53373,52595,50296,51677,60760,61148,61834,60869,55805,56669,57723,57935,55665,57739,59603,61822,61872,61734,61473,61416,60933,60718,54351,60859,63358,62412,62422,62420,62901,62423,62311,61264,61140,46783,58143,57836,58534,59561,59430,59565,59550,59544,59913,59539,59000,59427,59551,58985,51902,46704,44409,39738,42724,45347,47762,55274,65280,bomb
64136,59094,56849,54094,53282,52500,51716,53431,55025,60871,61199,62243,62199,57216,56020,55747,58450,58139,55779,53800,55298,61881,61725,61523,61184,61167,59924,56075,63381,64528,63453,61904,61300,62508,62374,62576,62510,60760,60830,34592,55035,57788,58870,59542,59400,60208,59872,59887,59820,59145,58869,59872,59001,52520,43622,40334,42753,44500,47545,52133,62308,65280,bomb
65280,65066,64796,64248,63977,63382,62168,58480,57253,50057,53409,55107,50200,43585,43191,43740,45691,45509,48666,48257,47576,48913,54609,55641,56378,56377,53850,56892,64105,64277,60462,55795,55556,55773,56206,58092,58794,58339,59052,58222,47350,40250,44448,49006,50561,51378,51385,51385,51386,51386,51387,51386,49283,34187,38806,40707,42624,45646,48969,52323,60771,65280,bomb
65280,65217,65098,64861,64743,64626,63617,58605,56928,51443,55344,58185,58928,58551,57599,55424,50131,46957,47681,48411,49605,49075,48969,48970,54152,54862,48351,63313,65091,64674,59957,57687,57686,57771,57688,59206,57689,57688,59209,55246,48698,48572,48576,48731,50487,51613,50773,51615,51614,50348,49800,48989,50972,27346,30883,33075,35248,38185,41982,45818,57996,65280,bomb
65280,65119,64849,64306,64040,63768,62345,57075,55324,53333,54508,53724,50250,42300,41489,39864,41949,47982,52985,53336,52704,52840,56375,55989,56169,55844,48117,58477,64557,64820,61996,57080,56377,55073,56033,58937,58546,58946,58377,39855,36450,51930,47468,48955,51195,51207,50440,50090,49134,51501,51922,51695,50442,34632,38960,40403,42036,44451,46863,49600,60221,65280,bomb
65280,64446,63190,60655,59388,58120,57644,56266,55807,54260,54231,45558,49291,50363,50587,50807,51371,52224,52691,52359,52194,50335,49410,50115,57446,57458,53276,60732,64750,64588,62383,60926,60925,59478,59479,58019,58303,58028,58018,58021,55248,60258,41387,45000,45510,45638,50778,50769,50762,50813,51383,51338,51736,30242,35346,37314,39571,41841,45645,49596,59033,65280,bomb
65280,64612,63611,61582,60570,59557,58433,55028,53890,54520,55821,51368,49628,50851,50597,50089,48678,47747,46446,46073,44016,43553,49528,50659,56664,56663,53306,59557,64618,64151,58852,56579,56572,56785,56575,54016,58022,56670,55124,56575,47675,44965,46418,48609,49876,50322,52221,50756,50758,50845,51364,51519,50770,33685,40047,42636,45220,49430,55114,60801,64147,65280,bomb
64877,61148,57107,54813,53770,52750,52046,53933,56257,60669,61050,61351,61619,61968,61670,60029,54857,54539,61704,61543,61753,61977,61635,61977,61338,61000,59367,55390,63047,62471,61682,63104,62939,63016,62905,62577,53593,55056,56876,59947,59162,59094,59880,59587,60711,60959,60028,59988,59805,59647,59828,59997,59095,52615,45869,36959,36377,37756,39823,42413,50202,65280,bomb
64300,61513,60259,57959,56815,55822,54983,55099,55292,61714,61714,62544,62551,62011,61714,59806,57885,58588,62275,62302,62277,62435,62166,62262,62267,62186,61272,50608,56583,63230,63141,63091,62388,62717,62722,63163,61734,55695,56969,59518,59685,60586,60565,61033,60992,60620,60246,60161,60575,60155,60155,59744,60461,54053,48369,43977,39111,37450,39832,42343,53369,65280,bomb
65280,65280,65280,65280,65280,65280,65280,65280,65280,65280,65280,65280,65280,65280,65280,65280,65280,65280,65280,65280,65280,65280,65280,65280,65280,65280,65280,65280,65280,65280,65280,65280,65280,65280,65280,65280,65280,65280,65280,65280,65280,65280,65280,65280,65280,65280,65280,65280,65280,65280,65280,65280,65280,65280,65280,65280,65280,65280,65280,65280,65280,65280,bomb
65280,65280,65280,65280,65280,65280,65280,65280,65280,65280,51022,60735,62000,61809,62077,62345,62157,62644,63144,62935,63053,55916,57513,58008,62012,62610,61902,59927,56161,63839,63373,63483,63878,63878,63834,63142,62610,50468,58089,60047,60971,60952,61691,61691,61845,62127,63358,63489,62805,63117,62889,62777,62052,58455,58153,58047,58344,57984,57726,57535,56909,54139,bomb
65280,65280,65280,65280,65280,65280,65280,65280,65280,55999,60817,62104,62387,62549,63018,63561,63965,63439,61855,64229,63966,63173,62651,62589,62389,61942,59222,65280,65280,65280,65280,65280,65280,64868,64364,55141,56114,60253,61929,62150,62298,62322,62590,62590,62339,62038,62378,62320,62320,62376,62527,62145,62306,60352,60309,60480,59767,59305,59081,59076,58776,58796,bomb
65249,64928,63145,57274,55028,52821,51122,49109,48678,60273,58756,60247,60864,61164,61036,61027,60954,57222,56591,56102,56236,54474,60043,60671,60733,61290,59696,49326,63341,63857,62619,62438,63251,61946,61947,61259,60852,36075,53206,55364,57285,57463,58534,57281,58245,58612,58849,58459,58343,57960,58095,58066,57281,48822,42353,41449,42768,44806,47439,50431,58287,65280,bomb
63839,62227,61369,60308,60822,60523,60324,59127,60151,50500,51425,50911,50933,51499,46247,53272,58429,58897,52856,50567,51684,51655,54104,51620,48703,52057,41331,60927,61881,64640,63716,60872,60142,54352,50385,61376,61340,62086,61472,61648,58963,58394,50722,47488,50573,51770,54116,53742,52221,49954,48728,43662,35861,50065,51515,52630,54010,55385,57397,59855,63515,65280,car
62390,59448,57918,57465,58714,56933,56572,56784,57184,48049,50764,51956,52027,53725,53812,53508,58019,58400,49293,50129,51486,50009,49332,48485,44676,47001,55126,59594,61651,64715,62858,49755,41616,33962,36442,61727,62077,62025,61299,55759,58491,59052,58212,45556,46114,50247,50171,49306,48648,49071,48786,48509,29217,50530,53700,55452,57220,59434,61907,64406,65170,65280,car
64777,61571,61545,61272,61856,62307,62309,61805,62316,58124,56744,51177,43807,48731,48958,51021,51191,51193,57471,57949,49986,50434,50667,51190,51191,51932,45216,58119,60466,64702,62955,61271,61226,61383,61470,61757,62034,62048,61984,60592,56562,43278,43956,52524,54360,54516,50797,51500,46382,39374,37074,30091,20383,45097,48268,49493,50722,52809,55129,57466,62577,65280,car
64298,61249,60656,58690,58298,58888,58006,58986,59477,54265,54559,37064,44143,46108,46306,45512,46107,44238,47484,48467,48761,48959,50332,49745,48662,48166,37167,60563,61252,65072,63992,59628,57777,38684,30698,61550,51608,52185,39151,46425,50901,52367,52905,53247,49232,42623,18410,28920,31756,47200,50029,51960,56668,51823,55847,57510,59131,60688,62241,63657,64754,65280,car
64881,63326,63326,62928,62024,62007,62005,61543,61369,46893,50215,44427,48967,46816,47748,49617,48712,51287,58727,58727,58752,59403,52037,47737,52387,52100,46127,49181,62459,64947,63513,60905,60573,56257,53170,61837,61565,61305,61234,55992,45141,43977,42422,48716,50057,45974,32366,47270,53486,54556,54564,54141,54944,55770,57377,58040,58842,59651,60952,62297,64281,65280,car
64739,61494,58962,54711,53867,54975,56662,58349,58021,58026,33251,42466,40335,41336,41576,39167,40111,45787,42064,39174,37725,39183,40618,42072,43640,50148,59481,61084,63165,63102,59731,56119,55514,54497,54337,44655,25192,19659,13486,23170,26612,49404,54317,53831,53662,53196,51464,51528,51692,50870,50474,49261,47178,59205,60836,61374,62066,62757,63449,64142,65280,65280,car
64271,60702,60172,57638,56219,55157,53944,51131,50833,47865,48961,56715,38285,45598,46764,47857,37032,41332,52227,52227,53310,44883,43295,43141,49501,49999,44186,58806,62643,64603,57201,37457,33312,20934,23638,58564,59076,59008,58591,59004,58403,48778,45317,33426,28907,27632,22432,24083,24550,24705,26305,31072,47318,58861,60537,61386,62246,63105,63633,64124,65100,65280,car
64486,59082,55422,48361,45656,43007,41384,35640,33597,49564,40922,39169,41680,38197,38573,37868,37669,40476,33944,34472,35327,40306,39165,40236,49885,50920,24306,59974,61558,65280,63393,59294,57131,43807,38745,53671,57983,58202,58524,58442,56749,51128,42379,36773,34754,35072,16608,7454,6737,7151,7877,10508,25363,57996,59073,59433,59924,61013,62100,63167,65280,65280,car
64326,59979,58292,56815,56815,56819,56823,55607,55607,48685,49558,41421,37022,37491,37483,36541,39737,44778,51977,50778,41149,36257,39700,38037,38659,41545,51333,22423,59521,65250,64314,62532,62429,61987,61987,42131,57593,58149,58150,58060,57489,56261,51159,43532,36272,26674,7772,16055,21369,27338,28826,32528,39282,59016,60329,60791,61253,61930,62744,63546,65174,65280,car
64938,62777,62210,60816,59738,58880,58880,57890,58100,40769,41047,47360,42589,30376,32003,31998,34439,30227,34058,38029,41830,47628,30618,29440,39680,40927,40591,21650,51528,65280,62870,22036,16489,15588,15354,57038,57430,55758,51022,43815,42468,37149,32586,13997,9292,6013,27640,40111,41802,44199,44441,45168,43004,59860,61683,62290,62886,63366,63846,64326,65280,65280,car
63840,59142,57394,58421,57160,55405,54442,53634,54507,38948,34277,43520,43867,25218,25099,25110,25798,23896,42461,43939,43529,42666,24052,23557,30554,33192,45848,38584,50779,65280,63367,56765,54907,48625,46391,51424,53969,51950,48376,39229,38099,39885,38517,34196,22135,17447,10066,8792,11807,16709,18343,22712,30574,61467,62974,63346,63716,64087,64458,64829,65280,65280,car
55486,52423,51538,51222,50246,50891,52843,52532,53510,55206,54969,41069,34353,42944,42948,42012,32618,39146,31735,28588,34385,56693,43109,45696,21411,26437,33224,60124,61012,63034,61558,56631,55690,54488,53700,50396,50751,51959,51414,50333,49400,46827,44850,38055,37023,32745,14393,16565,17622,19228,20173,23373,43742,59936,61582,62188,62793,63383,63989,64594,65280,65280,car
64767,62152,59980,56403,54962,53879,52796,49561,48480,48681,47579,58642,59443,47659,44416,40934,45830,48583,47657,49228,49792,46331,59529,58642,44820,46373,44658,51233,47795,60136,61097,59495,59253,59489,59728,61627,61891,61627,61626,62007,58202,47702,47529,42815,41102,42553,49802,19132,13096,5756,4310,1044,5135,49915,54128,55940,57750,59535,60865,62192,64851,65280,car
63802,60045,58883,58236,58410,59487,59410,58086,57536,53488,53536,50129,43851,44048,43196,42575,45881,46756,54682,52766,49396,44168,45833,44983,50385,51683,55564,62011,63519,65001,61510,48734,46097,41977,40310,59474,59870,59402,59459,59339,59778,50504,47838,41088,26654,11771,19892,51231,50326,51761,52104,52881,56345,58434,60186,60862,61947,63020,64106,64611,65092,65280,car
64856,62324,60952,59237,58068,57446,56529,55199,55820,49979,46003,54060,41666,42838,42528,40537,43860,43860,54060,54060,54059,51708,36719,35419,37940,42089,54060,33818,56580,65173,62749,37379,32566,26339,24694,59561,59424,59790,59431,58027,55408,48470,46974,46436,45765,45599,39507,19736,19313,22180,22180,22547,29104,59310,60228,60958,61683,62412,63092,63718,64966,65280,car
64135,61161,60122,58633,57460,56765,56244,55411,55235,51208,51213,41020,38157,44310,42171,43565,46042,45202,53567,54034,50215,40078,42849,45283,46489,45189,54230,35401,62058,65048,63482,61353,59788,29544,20443,59918,59744,59601,59609,59654,60042,59290,52789,46564,40411,37425,34596,36164,35399,33748,32937,29915,32347,57425,60264,60814,61364,61912,62546,63322,64872,65280,car
55769,53749,54629,54971,54969,54972,55592,56693,56693,54978,56693,44257,17953,38533,41026,44408,44666,43652,39396,44666,51746,56689,56689,55239,34353,31710,38083,60129,62564,62789,61860,59999,59362,55367,54887,52712,34545,20781,7600,1799,6620,36035,43422,48660,49607,50268,55397,58195,58048,57826,57695,57253,56212,58944,59836,60728,61618,62488,63380,64271,65280,65280,car
64939,62445,60466,58526,57992,57458,56922,57527,57831,52185,50677,43160,45263,40367,44443,47584,45303,43526,54092,49726,41554,41013,42217,42910,45664,43341,55030,27046,59596,65113,64133,59678,56854,50763,49366,58969,59256,59100,59539,58883,57457,46036,40491,42097,41466,38549,11300,21995,24678,32448,35551,50474,50622,57949,60128,60855,61580,62298,63022,63640,64866,65280,car
64214,60687,58937,56717,56131,55544,54957,54750,54709,52434,45607,43173,37012,41380,42125,41447,41179,41905,35452,31590,36643,36283,43726,44438,37938,41189,53695,31073,49766,65135,63832,61743,61070,56811,55055,59239,58700,58733,58417,55784,46712,39664,31330,5841,5844,8488,47758,51595,51611,52119,52333,51753,49111,57699,58876,59434,59986,60547,61487,62596,64798,65280,car
64178,59286,58240,56134,55081,55454,55976,56652,55596,48733,48111,30680,34370,36576,35515,36647,36075,34789,38843,35033,34855,38947,39393,39181,38947,39636,53063,13264,59991,65157,63174,61437,59219,50205,46562,57980,57667,57901,57104,52569,50331,38548,32583,18975,19089,19666,17928,25077,26092,28317,29058,37119,45651,51710,57152,59497,61840,63698,64070,64441,65187,65280,car
64385,61483,60096,58646,57921,58403,59854,59621,59971,48284,32250,32890,29961,28058,24930,31609,39565,38669,48692,41784,37052,28680,34558,34560,33280,33577,49919,26071,48730,65280,64199,50801,47383,40851,37614,58803,52626,48851,43813,38083,37079,43463,41597,42909,40960,37191,8064,6236,9281,14095,16889,25268,38165,57202,58547,58996,59452,60622,61792,62962,65280,65280,car
63969,62722,62722,61883,60589,59696,60080,56601,56982,57601,49343,51839,51874,53096,53104,53135,58237,58860,57600,54165,46695,53726,52693,53697,53307,58237,59186,34775,56776,64793,61026,24550,23369,45875,52694,60874,60969,61218,61118,61588,61131,61419,61835,62643,63371,63104,51291,48443,51540,51579,50123,39256,33089,56183,58895,59320,59826,60338,60944,61576,63668,65280,car
61483,57453,55818,52684,51816,52506,53965,55465,55994,58606,59394,51453,49214,51435,51589,51443,53431,52897,60042,59568,50837,50060,55145,54411,55271,54865,59986,62894,63215,62918,56597,52662,50854,37327,39720,61229,61525,61270,61516,61822,61517,54234,52237,55558,47187,44737,53670,36036,31938,34895,36937,37303,32930,53372,58178,58664,59002,59354,60374,61415,63721,65280,car
63588,59584,58189,55949,55167,55850,56122,56786,56775,49584,49539,55848,57525,56472,54929,52401,55198,60443,57985,50880,51422,54083,57750,56942,52690,53364,60377,58013,63050,64458,62308,35887,32193,42920,58957,61695,61619,61081,61310,61580,61640,62008,61648,53429,51851,52911,18448,44283,42487,46031,47163,51300,57341,57777,58681,59187,59703,60230,60977,61842,64720,65280,car
63310,57542,55679,52953,51948,52087,53825,55021,55192,58292,53469,52932,52839,55499,54569,55212,54642,54550,54563,53352,54636,53793,55615,55479,56891,56888,61084,62322,62811,63080,57901,49814,40269,30286,34104,61119,61201,61353,61472,61338,60962,61511,61472,56885,48230,49270,53765,35945,30953,26332,19723,15424,39302,54079,55421,55948,56862,57916,59107,60398,64743,65280,car
64893,59087,55209,52266,51125,50694,50280,51640,52479,56900,47782,49599,53827,55978,55857,55798,56354,54113,59113,59366,52336,48906,51547,50744,50706,49908,52963,26128,50441,64653,63171,58148,54487,31768,29448,61028,60935,61073,61407,60573,61015,61237,56941,45609,43647,45484,52701,33314,29307,23892,24061,24251,31593,53858,55405,56166,56942,57834,58726,60192,63173,65280,car
65280,62317,60802,57076,55182,53599,52083,48196,47059,48966,49141,36533,41117,38787,40313,43335,47425,44302,52446,52446,51761,47161,42664,44580,47561,45728,39251,59157,63054,65169,63103,62215,61871,61341,61098,56276,56144,56626,56098,55169,55840,48677,39654,37001,40738,42286,21717,14053,14416,16994,18746,25440,32722,57829,59859,60712,61574,62373,63064,63749,65131,65280,car
64943,62079,59325,52961,51525,50086,48660,44894,43936,45937,34322,40845,41639,44465,42657,38681,42672,48148,39530,38681,35711,37486,42901,45755,43519,45041,29844,61662,63153,65174,61902,41217,37819,29857,28763,57347,57102,57602,57646,56960,56878,57249,55580,44460,39477,37423,33317,14462,13922,10211,8324,5773,13903,49710,53960,55447,56951,58538,60176,61788,65066,65280,car
64893,60278,58196,54505,53041,51659,50422,48575,47191,36414,33096,35711,35477,43031,43108,44109,40179,39487,49960,46490,41335,37334,38181,38180,41880,40878,36946,52960,58271,65246,63553,61402,61115,61009,61570,57706,56933,56431,56702,56136,53410,41797,37420,32951,28480,25957,20110,21627,23044,25551,26405,30087,37564,51259,56745,58733,60705,61825,62672,63519,65214,65280,car
65009,63600,62416,60046,59120,59120,59197,60348,60350,56657,52956,51369,49264,30915,29733,34215,26769,26061,50499,50496,51402,50499,30571,32668,43082,47174,50500,58609,62364,65260,64382,62628,62562,61905,61685,44211,33376,38002,45125,54136,53777,50900,45592,41259,33889,30912,31579,33370,32930,30378,29495,28661,30505,57713,60398,61392,62385,63036,63586,64136,65238,65280,car
63708,58146,56285,54474,53854,53234,52260,47554,46442,48037,48706,47975,40651,29707,31255,33434,42092,37711,49665,49474,50499,50037,37777,38181,40644,38197,51728,54456,59384,65255,63995,58440,56431,53731,52680,57467,54843,52628,51300,51561,50027,43877,39001,40319,37020,33551,12747,16104,22409,29101,31311,34468,39022,57163,59037,59563,60090,60994,62046,63096,65200,65280,car
65079,63114,60276,55799,53960,52331,50887,47237,46825,51477,52230,48651,49778,51305,50096,54967,54409,49780,48141,48699,50950,55693,54917,51233,45701,44067,49282,58745,59362,40555,35133,45393,44750,49808,51583,62196,62372,62710,62710,62276,62211,62405,61187,52625,45877,43932,46530,29444,20777,11096,8838,12124,21941,53441,55304,55787,56592,57719,58836,60158,63685,65280,car
63854,59183,57118,55289,54460,53632,52805,50872,51283,53759,53760,54265,48006,50258,50685,48632,48365,49920,54890,56486,50084,48396,48465,49152,48798,49918,56832,57600,59904,64970,63406,61664,61790,59546,57350,55864,55823,55816,55342,55105,54873,61566,62214,62065,62438,62071,45467,33592,29317,21487,18965,11775,16448,51694,58056,58847,59649,60901,62154,63388,64654,65280,car
65080,62942,59133,54808,53445,51747,50219,48070,46796,55221,54001,39928,43775,47107,47510,43923,46742,44161,52523,47941,42569,47183,50832,50914,49397,49784,59883,23224,16030,40540,59062,62121,61804,61195,61501,58916,58429,59368,59203,57672,51907,50703,47909,41352,39811,39147,41011,30089,29084,21717,19525,13807,15634,56535,58917,59645,61032,62403,63789,64432,65043,65280,car
62034,54707,52786,49744,48225,46698,45244,48646,49934,53092,54205,47104,42143,46581,47880,48756,48180,49246,49937,48279,45625,44559,43800,45598,50963,53231,52839,60144,63464,62035,49842,37111,35334,41087,41634,59659,59999,59813,59987,59931,59827,50390,51953,53857,53472,52899,44501,32377,22542,18530,18408,18753,18179,53842,57902,59166,59943,60717,61494,62416,64470,65280,car
62623,55647,53845,50229,48411,46718,45375,44344,45243,53029,59697,58710,44349,48598,48151,47485,42542,48732,47815,55990,51253,45830,45415,46380,43891,50422,56202,58543,62116,65153,64110,63293,63008,63413,63408,55507,56900,58750,58941,57821,59470,59747,56313,42341,41950,42785,47171,46143,39198,35900,35243,32196,28780,53593,58277,59287,60632,62222,63810,64868,65154,65280,car
65231,57132,53167,49795,48128,46776,45433,42787,42077,53222,54235,48739,48867,51214,51213,49466,48355,48465,54228,55679,54825,54226,53679,55164,54741,57246,52987,46058,55150,64974,61982,51052,49509,45997,44841,48575,51427,53129,52377,55336,54180,54287,55447,56185,55421,55999,56861,56173,55961,54802,54535,53957,53893,40457,42833,43801,44766,45736,47773,51448,58801,60725,casualty
64924,62794,61867,61488,61936,62079,62079,62081,62076,61443,58011,49821,51342,53691,53948,53852,51979,51813,50565,49276,49543,54838,47878,55673,58143,57600,58263,59226,62148,64938,57763,52113,52915,56033,56204,57287,53960,48326,47133,44761,43185,51775,53771,57497,57093,54730,54062,55929,56075,55843,55847,55974,60108,61132,63581,64249,64380,64513,64542,64542,64912,65280,casualty
65024,63482,62714,62290,62202,61817,61434,61845,62216,60182,50370,54012,53449,51758,52177,51542,49893,50282,49722,49100,50898,49488,57801,58310,59301,58184,58907,62899,63676,62502,55923,52912,52566,52157,53272,60896,54975,53787,53583,51470,43098,51966,54056,59776,56599,56072,55706,56286,56866,56256,56072,56136,55586,60997,62186,62355,62654,63005,63349,63687,64398,64893,casualty
64503,61070,59174,56521,55607,55435,56342,60306,61612,56017,58527,57439,57130,56898,56848,56729,56698,57182,57766,57651,57858,58195,58111,57646,58550,58671,62557,63550,64174,63019,59519,62392,62402,62375,62803,58671,52679,49914,51662,46536,55833,59163,57438,57822,57873,58290,59065,59912,59645,59875,60400,59954,60319,63185,63618,63519,63282,63625,63282,63484,64356,65280,casualty
64697,61499,58532,50464,45186,38657,33918,32205,33950,57382,57917,58920,51026,54995,55624,56208,57309,56801,55716,54902,55056,57411,57593,57839,55613,55159,54122,47725,57606,60983,53770,52903,54219,49609,48171,56473,58024,58929,59642,59756,59582,60100,60995,59610,60371,60099,59536,59059,59059,58416,58198,58501,54455,30754,34173,35046,36796,38756,41383,44867,52577,58022,casualty
64951,63783,63261,62612,62250,61822,61360,62133,62088,48243,54858,54399,54894,54765,55055,54404,53107,56340,56909,57181,57269,57649,56922,56322,57061,57317,57376,59350,61518,58501,45817,50275,51596,55264,56082,61358,59859,53379,46263,37058,58379,58344,58659,58715,59181,60938,57584,56797,56331,55885,55648,55540,57264,60653,61143,61442,61735,61774,62222,63163,64507,65280,casualty
63650,58783,56600,53342,52609,51625,50514,54547,55595,57822,58284,54933,55659,53799,54832,56238,57927,58177,53177,54539,58443,58194,57059,58192,53047,54795,52634,44654,59019,63123,56685,52431,53457,56942,56109,56356,57812,58188,58635,58625,58513,60368,59684,60547,60363,60392,59159,58236,58721,58340,58083,57899,57655,34666,40076,42002,43953,45903,48832,51984,57372,60412,casualty
65280,65280,65280,65280,65280,65280,65280,65280,65280,65280,56810,61587,59798,57025,56731,57245,57340,57395,58477,58657,59183,57786,57749,56685,61525,65280,65280,65280,65280,61215,62051,54239,55463,58257,58602,62064,57597,47341,59791,60960,60852,61217,63123,61261,61702,61517,60699,58557,58007,58492,59255,62779,62675,65280,65280,65280,65280,65280,65280,65280,65280,65280,casualty
65280,63690,62777,61186,60454,59723,59257,58147,57788,59403,59519,50233,47981,50489,51295,56111,49360,49179,45848,48547,47655,48642,49413,50334,50444,51051,55576,59837,64640,63950,58605,48585,49995,54162,55121,55287,54137,49449,44198,37560,42024,49585,52256,54794,54618,51406,47941,51140,52566,54185,54552,55436,55435,58498,53152,52073,52785,53498,55870,58704,63050,65280,casualty
65280,64349,63876,62925,62450,62165,61927,61212,60974,59998,52640,34445,39608,44947,45897,46140,44482,43489,45476,46197,46368,47693,50456,51884,55478,57033,57213,56463,63884,62669,56407,49028,45550,43244,41320,52019,53801,55833,55045,51292,44863,32550,40820,51903,51636,51731,55749,53236,51959,51120,51119,51119,51122,58751,57731,58277,58823,60310,62229,64146,64989,65280,casualty
65280,62008,60133,57951,57436,56927,56518,55408,53512,48461,48792,49756,50607,48750,48402,48197,48204,48180,50183,50662,51281,50860,52980,53922,52287,51847,51569,62891,64392,64291,59764,46293,44034,44943,50000,44416,47156,47135,47431,45346,44064,39998,53089,51090,48200,45259,38430,59489,58931,59352,59725,59721,59839,60990,60697,59935,60168,60542,60922,61307,63308,65280,casualty
65280,64855,64637,62968,62088,61393,60740,59527,59314,41190,40894,43956,45078,45297,46150,47160,48458,50281,54482,53869,55050,57207,56271,55610,55745,57042,56525,56333,63560,62469,52916,42672,41584,42473,42985,50921,51657,52172,51618,47427,50328,39901,46961,50608,52261,52229,51822,51910,51461,52253,52847,54630,56433,58807,58993,59431,60026,60650,61544,62439,64227,65280,casualty
65280,63019,61685,59031,57699,56362,55295,52896,52099,52916,52160,53746,53751,53757,54014,54013,49753,48939,49929,49930,50258,48002,47041,47034,43206,41814,40557,42911,59395,64825,61683,52751,52127,48513,48313,44702,46867,47792,49516,50083,51856,52568,53660,53017,53255,51986,52404,51488,51479,51472,51474,51482,50419,38525,42192,44977,47874,50810,53424,54161,55630,56087,casualty
64756,63660,63254,61809,61269,61200,61247,61646,62485,59789,59407,53295,54317,56811,55945,54633,54408,53504,54554,54873,53894,57117,57548,57831,59870,60233,61209,57370,59211,64066,58099,42760,41868,50930,52691,61375,60345,57813,52159,51631,49583,58776,59227,58808,58772,59234,59580,59223,59026,59131,58901,59037,59080,60441,63532,63550,63677,63912,64149,64384,64480,65280,casualty
63759,57477,55380,51175,49204,47933,46794,50129,51799,55584,57322,58238,56085,57337,56901,56451,56087,54860,48443,56652,59109,59081,58985,58229,58446,58522,56446,49806,58345,63128,53409,48615,51367,53568,52645,59381,58850,58928,59160,58683,58277,58325,58263,58314,57905,57447,57246,58020,58315,57853,57697,57248,57750,45294,49113,50488,51726,52955,54197,56081,60399,62076,casualty
63803,57720,56229,53702,52585,51470,50355,51935,53792,57414,57418,57417,56650,56104,57501,55842,55848,55842,55639,58984,58573,59772,58206,56839,57037,57344,56238,40433,53715,63272,55529,47281,49307,57373,58422,63503,52281,55121,55363,57177,57723,58809,58448,57956,58259,58002,57723,57182,57181,57183,57084,56549,55189,37292,41646,43404,45253,47529,49804,52167,58488,61501,casualty
